symbol,symbol_clean,company,isin,agency,rating,action,outlook,date_cr,broadcast,fetch_ts
,False,HDB Financial Services Ltd,INE756I07FJ9,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I07FK7,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I07FL5,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I07FM3,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I07FN1,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I14GL9,CRISIL Ratings Limited,A1+,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I07FP6,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I07FQ4,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I07FR2,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I07FS0,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I07FT8,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08157,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08165,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08199,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08207,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08231,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08249,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08264,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08272,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08280,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08116,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08124,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08132,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08140,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08173,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08181,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08215,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08256,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08298,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,HDB Financial Services Ltd,INE756I08306,CRISIL Ratings Limited,AAA,Reaffirm,STABLE,05-08-2026,06-AUG-2026 18:47:20,2026-08-07 11:30:36
,False,Ugro Capital Limited,INE583D14758,Acuite Ratings & Research Limited,ACUITE A1 +,New,,04-08-2026,06-AUG-2026 18:21:36,2026-08-07 11:30:36
,False,GMR Pochanpalli Expressways Limited,INE808H07010,CARE Ratings Limited,CARE BB-,Reaffirm,Stable,05-08-2026,10-AUG-2026 16:20:07,2026-08-10 11:33:33
,False,Samvardhana Motherson International Limited,INE775A01035,ICRA Limited,[ICRA] A1+; Outstanding,Other,,07-08-2026,08-AUG-2026 13:41:08,2026-08-10 11:33:33
,False,Samvardhana Motherson International Limited,INE775A01035,ICRA Limited,[ICRA] A1+; nOutstanding,Other,,07-08-2026,08-AUG-2026 13:41:08,2026-08-10 11:33:33
,False,Samvardhana Motherson International Limited,INE775A01035,ICRA Limited,[ICRA] AAA (Stable); nWithdrawn,Other,Stable,07-08-2026,08-AUG-2026 13:41:08,2026-08-10 11:33:33
,False,Samvardhana Motherson International Limited,INE775A01035,ICRA Limited,[ICRA] AAA (Stable); nOutstanding,Other,Stable,07-08-2026,08-AUG-2026 13:41:08,2026-08-10 11:33:33
,False,Samvardhana Motherson International Limited,INE775A01035,ICRA Limited,[ICRA] AAA (Stable); Outstanding,Other,Stable,07-08-2026,08-AUG-2026 13:41:08,2026-08-10 11:33:33
,False,Samvardhana Motherson International Limited,INE775A01035,ICRA Limited,[ICRA] AAA (Stable)/[ICRA] A1+; Outstanding,Other,Stable,07-08-2026,08-AUG-2026 13:41:08,2026-08-10 11:33:33
,False,BlueStone Jewellery and Lifestyle Limited,INE304W01038,India Ratings and Research Private Limited,IND A-/Stable,Other,,07-08-2026,07-AUG-2026 18:30:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07EQ7,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07EV7,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07EU9,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07EW5,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07EX3,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07EY1,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07EZ8,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FA8,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FB6,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FC4,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FD2,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FE0,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FG5,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FF7,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FH3,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FI1,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FJ9,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FK7,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FL5,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FM3,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FN1,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FO9,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FP6,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FQ4,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FR2,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FS0,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07FT8,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08157,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08165,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08199,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08207,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08231,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08249,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08264,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08272,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08280,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08116,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08124,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08132,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08140,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08173,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08181,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08215,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08256,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08298,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I08306,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I14GI5,CARE Ratings Limited,A1+,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I14GL9,CARE Ratings Limited,A1+,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07DX5,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,HDB Financial Services Ltd,INE756I07EJ2,CARE Ratings Limited,AAA,Reaffirm,STABLE,06-08-2026,07-AUG-2026 18:03:47,2026-08-10 11:33:33
,False,Capital Infra Trust,INE0Z8Z23013,ICRA Limited,AAA,Reaffirm,Stable,07-08-2026,07-AUG-2026 17:36:24,2026-08-10 11:33:33
,False,GMR Pochanpalli Expressways Limited,INE808H07010,CARE Ratings Limited,CARE BB-,Reaffirm,Stable,05-08-2026,10-AUG-2026 17:51:40,2026-08-11 11:28:55
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807104,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807096,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807369,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807112,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807120,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807138,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807146,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807153,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807161,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807179,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807187,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807195,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807203,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807211,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807229,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807237,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807245,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807252,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807260,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807278,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807286,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807294,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807302,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807310,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807328,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807336,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807344,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807351,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 16:43:05,2026-08-14 11:26:19
,False,Dar Credit & Capital Limited,INE04Q907090,CARE Ratings Limited,BBB-,New,Stable,13-08-2026,14-AUG-2026 15:46:06,2026-08-14 11:26:19
,False,Vision Infra Equipment Solutions Limited,INE0TR001017,Infomerics Valuation and Ratings Private Limited,IVR BBB+t,New,Stable,13-08-2026,14-AUG-2026 12:22:22,2026-08-14 11:26:19
,False,IndiGrid Infrastructure Trust,INE219X07249,CRISIL Ratings Limited,AAA,Reaffirm,Stable,12-08-2026,13-AUG-2026 20:31:00,2026-08-14 11:26:19
,False,IndiGrid Infrastructure Trust,INE219X07280,CRISIL Ratings Limited,AAA,Reaffirm,Stable,12-08-2026,13-AUG-2026 20:31:00,2026-08-14 11:26:19
,False,IndiGrid Infrastructure Trust,INE219X07215,CRISIL Ratings Limited,AAA,Reaffirm,Stable,12-08-2026,13-AUG-2026 20:31:00,2026-08-14 11:26:19
,False,IndiGrid Infrastructure Trust,INE219X07223,CRISIL Ratings Limited,AAA,Reaffirm,Stable,12-08-2026,13-AUG-2026 20:31:00,2026-08-14 11:26:19
,False,IndiGrid Infrastructure Trust,INE219X07231,CRISIL Ratings Limited,AAA,Reaffirm,Stable,12-08-2026,13-AUG-2026 20:31:00,2026-08-14 11:26:19
,False,IndiGrid Infrastructure Trust,INE219X07256,CRISIL Ratings Limited,AAA,Reaffirm,Stable,12-08-2026,13-AUG-2026 20:31:00,2026-08-14 11:26:19
,False,IndiGrid Infrastructure Trust,INE219X07264,CRISIL Ratings Limited,AAA,Reaffirm,Stable,12-08-2026,13-AUG-2026 20:31:00,2026-08-14 11:26:19
,False,IndiGrid Infrastructure Trust,INE219X07272,CRISIL Ratings Limited,AAA,Reaffirm,Stable,12-08-2026,13-AUG-2026 20:31:00,2026-08-14 11:26:19
,False,Navin Fluorine International Limited,INE048G01026,CARE Ratings Limited,CARE AA+; Stable,Upgrade,,13-08-2026,13-AUG-2026 19:08:00,2026-08-14 11:26:19
,False,Dar Credit & Capital Limited,INE04Q901010,CARE Ratings Limited,,Other,,10-08-2026,13-AUG-2026 17:01:45,2026-08-14 11:26:19
,False,Bank Of India,INE084A08151,Infomerics Valuation and Ratings Private Limited,AAA,Reaffirm,STABLE,14-08-2026,14-AUG-2026 19:17:13,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807310,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807302,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807294,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807286,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807278,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807260,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807252,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807245,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807237,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807229,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807211,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807203,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807195,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807187,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807179,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807161,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807153,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807146,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807138,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
,False,Alpha Alternatives Financial Services Private Limited,INE0L6807120,CARE Ratings Limited,CARE PP MLD A-,Reaffirm,Stable,13-08-2026,14-AUG-2026 17:23:26,2026-08-17 11:01:37
